Hierarchy,Id,Term,StatedDefChange,InferredDefChange,Primitive2SD,SD2Primitive,DescriptionChange,FSNChange
Clinical finding (finding),240461007,Incubating rabies (disorder),0,1,0,0,0,0
Clinical finding (finding),240462000,Rabies prodrome (disorder),0,1,0,0,0,0
Clinical finding (finding),240463005,Acute neurological rabies (disorder),0,1,0,0,0,0
Clinical finding (finding),240464004,Rabies coma (disorder),0,1,0,0,0,0
Clinical finding (finding),240465003,Rabies - recovery phase (disorder),0,1,0,0,0,0
Clinical finding (finding),240467006,Genital molluscum contagiosum (disorder),0,1,0,0,0,0
Clinical finding (finding),240468001,Neurological varicella (disorder),0,1,0,0,0,0
Clinical finding (finding),240469009,Perinatal varicella (disorder),0,1,0,0,0,0
Clinical finding (finding),240470005,Thoracic herpes zoster infection (disorder),0,1,0,0,0,0
Clinical finding (finding),240471009,Lumbar herpes zoster infection (disorder),0,1,0,0,0,0
Clinical finding (finding),240472002,Maxillary herpes zoster infection (disorder),0,1,0,0,0,0
Clinical finding (finding),240473007,Mandibular herpes zoster infection (disorder),0,1,0,0,0,0
Clinical finding (finding),240474001,Multidermatomal herpes zoster infection (disorder),0,1,0,0,0,0
Clinical finding (finding),240475000,Herpes simplex infection of skin (disorder),1,1,0,0,0,0
Clinical finding (finding),240476004,Chronic mucocutaneous herpes simplex infection (disorder),0,1,0,0,0,0
Clinical finding (finding),240477008,Esophageal herpes simplex infection (disorder),0,1,0,0,0,0
Clinical finding (finding),240478003,Primary anogenital herpes (disorder),0,1,0,0,0,0
Clinical finding (finding),240479006,Recurrent anogenital herpes (disorder),0,1,0,0,0,0
Clinical finding (finding),240481008,Chronic herpes simplex (disorder),1,1,1,0,0,0
Clinical finding (finding),240482001,Enteroviral exanthem (disorder),0,1,0,0,0,0
Clinical finding (finding),240483006,Atypical measles (disorder),0,1,0,0,0,0
Clinical finding (finding),240484000,Modified measles (disorder),0,1,0,0,0,0
Clinical finding (finding),240485004,Hemorrhagic rubella (disorder),0,1,0,0,0,0
Clinical finding (finding),240486003,Parvoviral aplastic crisis (disorder),0,1,0,0,0,0
Clinical finding (finding),240493004,Hazara hemorrhagic fever (disorder),0,1,0,0,0,0
Clinical finding (finding),240494005,Rodent-borne hemorrhagic fever (disorder),1,1,0,0,0,0
Clinical finding (finding),240497003,Ockelbo disease (disorder),1,1,1,0,0,0
Clinical finding (finding),240499000,Sepik fever (disorder),1,1,0,0,0,0
Clinical finding (finding),240502001,Maguari fever (disorder),1,1,0,0,0,0
Clinical finding (finding),240507007,Trivittatus fever (disorder),1,1,0,0,0,0
Clinical finding (finding),240512008,Calchaqui fever (disorder),0,1,0,0,0,0
Clinical finding (finding),240513003,Isfahan fever (disorder),0,1,0,0,0,0
Clinical finding (finding),240515005,Uukuniemi fever (disorder),1,1,0,0,0,0
Clinical finding (finding),240519004,Neapolitan sandfly fever (disorder),0,1,0,0,0,0
Clinical finding (finding),240520005,Sandfly-borne orbivirus fever (disorder),0,1,0,0,0,0
Clinical finding (finding),240521009,Sandfly-borne rhabdovirus fever (disorder),0,1,0,0,0,0
Clinical finding (finding),240522002,Candiru fever (disorder),0,1,0,0,0,0
Clinical finding (finding),240523007,Viral hemorrhagic fever (disorder),1,1,1,0,0,0
Clinical finding (finding),240524001,Brazilian hemorrhagic fever (disorder),0,1,0,0,0,0
Clinical finding (finding),240525000,Filoviral hemorrhagic fever (disorder),0,1,0,0,0,0
Clinical finding (finding),240526004,Mumps parotitis (disorder),0,1,0,0,0,0
Clinical finding (finding),240527008,Mumps submandibular sialadenitis (disorder),0,1,0,0,0,0
Clinical finding (finding),240529006,Mumps sublingual sialadenitis (disorder),0,1,0,0,0,0
Clinical finding (finding),240530001,Epstein-Barr virus disease (disorder),0,1,0,0,0,0
Clinical finding (finding),240531002,African Burkitt's lymphoma (disorder),0,1,0,0,0,0
Clinical finding (finding),240532009,Human papilloma virus infection (disorder),0,1,0,0,0,0
Clinical finding (finding),240533004,Facial wart (disorder),0,1,0,0,0,0
Clinical finding (finding),240534005,Hand wart (disorder),0,1,0,0,0,0
Clinical finding (finding),240535006,Subungual wart (disorder),0,1,0,0,0,0
Clinical finding (finding),240536007,Filiform wart (disorder),0,1,0,0,0,0
Clinical finding (finding),240537003,Digitate wart (disorder),0,1,0,0,0,0
Clinical finding (finding),240538008,Butcher's wart (disorder),0,1,0,0,0,0
Clinical finding (finding),240539000,Plane wart (disorder),0,1,0,0,0,0
Clinical finding (finding),240540003,Mosaic plantar wart (disorder),0,1,0,0,0,0
Clinical finding (finding),240541004,Myrmecia plantar wart (disorder),0,1,0,0,0,0
Clinical finding (finding),240542006,Anogenital warts (disorder),1,1,0,0,0,0
Clinical finding (finding),240546009,Coxsackie virus exanthem (disorder),0,1,0,0,0,0
Clinical finding (finding),240547000,Lymphonodular coxsackie pharyngitis (disorder),0,1,0,0,0,0
Clinical finding (finding),240548005,Coxsackie muscle infection (disorder),0,1,0,0,0,0
Clinical finding (finding),240549002,Neonatal coxsackie virus syndrome (disorder),0,1,0,0,0,0
Clinical finding (finding),240550002,Neonatal echovirus disease (disorder),0,1,0,0,0,0
Clinical finding (finding),240554006,Hutchinson's triad (disorder),0,1,0,0,0,0
Clinical finding (finding),240555007,Acquired syphilis (disorder),1,0,0,0,0,0
Clinical finding (finding),240569007,Syphilitic polyneuropathy (disorder),0,1,0,0,0,0
Clinical finding (finding),240572000,Gonorrhea with local complication (disorder),1,0,0,0,0,0
Clinical finding (finding),240573005,Gonococcal Bartholin's gland abscess (disorder),0,1,0,0,0,0
Clinical finding (finding),240574004,Gonococcal Skenitis (disorder),1,1,0,0,0,0
Clinical finding (finding),240575003,Gonococcal Tysonitis (disorder),1,1,1,0,0,0
Clinical finding (finding),240577006,Gonococcal Littritis (disorder),1,1,0,0,0,0
Clinical finding (finding),240579009,Gonococcal paraurethral gland abscess (disorder),1,1,0,0,0,0
Clinical finding (finding),240580007,Gonococcal penile fistula (disorder),0,1,0,0,0,0
Clinical finding (finding),240581006,Gonococcal female pelvic infection (disorder),1,1,0,0,0,0
Clinical finding (finding),240582004,Gonococcal synovitis (disorder),1,1,0,0,0,0
Clinical finding (finding),240583009,Cutaneous gonorrhea (disorder),1,1,0,0,0,0
Clinical finding (finding),240585002,Chancroid - anogenital ulcer (disorder),1,1,0,0,0,0
Clinical finding (finding),240586001,Chancroid - extragenital ulcer (disorder),1,1,0,0,0,0
Clinical finding (finding),240587005,Chancroid - latent infection (disorder),1,0,0,0,0,0
Clinical finding (finding),240591000,Neonatal chlamydial conjunctivitis (disorder),0,1,0,0,0,0
Clinical finding (finding),240594008,Genital mycoplasma infection (disorder),0,1,0,0,0,0
Clinical finding (finding),240597001,Anal warts (disorder),1,1,0,0,0,0
Clinical finding (finding),240598006,Penile warts (disorder),0,1,0,0,0,0
Clinical finding (finding),240600000,Asymptomatic trichomoniasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240602008,Early lymphogranuloma venereum (disorder),1,1,0,0,0,0
Clinical finding (finding),240603003,Late lymphogranuloma venereum (disorder),1,1,0,0,0,0
Clinical finding (finding),240604009,Latent lymphogranuloma venereum (disorder),1,1,0,0,0,0
Clinical finding (finding),240606006,Donovanosis - anogenital ulcer (disorder),1,1,1,0,0,0
Clinical finding (finding),240608007,Donovanosis - non-genital lesion (disorder),1,1,0,0,0,0
Clinical finding (finding),240613006,Typhus group rickettsial disease (disorder),0,1,0,0,0,0
Clinical finding (finding),240615004,Western Rocky Mountain spotted fever (disorder),0,1,0,0,0,0
Clinical finding (finding),240616003,Eastern Rocky Mountain spotted fever (disorder),1,1,0,0,0,0
Clinical finding (finding),240618002,Old World tick typhus (disorder),0,1,0,0,0,0
Clinical finding (finding),240626005,Human ehrlichiosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240629003,Malarial shock lung (disorder),0,1,0,0,0,0
Clinical finding (finding),240631007,Airport malaria (disorder),0,1,0,0,0,0
Clinical finding (finding),240634004,Non-intestinal flagellate infection (disorder),1,1,0,0,0,0
Clinical finding (finding),240635003,Leishmanial pneumonia (disorder),0,1,0,0,0,0
Clinical finding (finding),240636002,Hemorrhagic leishmaniasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240637006,Cutaneous leishmaniasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240638001,Leishmania recidiva (disorder),0,1,0,0,0,0
Clinical finding (finding),240639009,Indian anthroponotic cutaneous leishmaniasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240640006,Western anthroponotic cutaneous leishmaniasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240641005,Classical zoonotic cutaneous leishmaniasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240642003,Middle Eastern zoonotic cutaneous leishmaniasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240643008,Indian zoonotic cutaneous leishmaniasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240644002,Sahelian zoonotic cutaneous leishmaniasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240645001,Diffuse cutaneous New World leishmaniasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240648004,Bush yaws (disorder),0,1,0,0,0,0
Clinical finding (finding),240649007,Panamanian leishmaniasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240650007,Lupoid leishmaniasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240652004,Leishmanid (disorder),0,1,0,0,0,0
Clinical finding (finding),240653009,Acute Chagas' disease (disorder),1,1,0,0,0,0
Clinical finding (finding),240654003,Chagoma (disorder),0,1,0,0,0,0
Clinical finding (finding),240656001,Chagas' exanthem (disorder),0,1,0,0,0,0
Clinical finding (finding),240657005,Subcutaneous lipochagoma (disorder),0,1,0,0,0,0
Clinical finding (finding),240658000,Chronic Chagas' disease (disorder),1,1,0,0,0,0
Clinical finding (finding),240659008,Chagas' mega disease (disorder),1,1,1,0,0,0
Clinical finding (finding),240660003,Herpetosoma (disorder),0,1,0,0,0,0
Clinical finding (finding),240661004,Non-intestinal amebic infection (disorder),0,1,0,0,0,0
Clinical finding (finding),240663001,Penile amebiasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240664007,Amebic abscess of skin (disorder),1,1,0,0,0,0
Clinical finding (finding),240665008,Non-intestinal coccidial infection (disorder),0,1,0,0,0,0
Clinical finding (finding),240666009,Cutaneous toxoplasmosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240668005,Borreliosis (disorder),1,1,0,0,0,0
Clinical finding (finding),240669002,Congenital Lyme disease (disorder),1,0,0,0,0,0
Clinical finding (finding),240670001,Skeletal Lyme disease (disorder),1,0,0,0,0,0
Clinical finding (finding),240671002,Lyme erosive synovitis (disorder),1,1,1,0,0,0
Clinical finding (finding),240673004,Leptospiral rash (disorder),0,1,0,0,0,0
Clinical finding (finding),240674005,Leptospiral hemorrhage (disorder),0,1,0,0,0,0
Clinical finding (finding),240676007,Macular yaws (disorder),1,1,1,0,0,0
Clinical finding (finding),240677003,Maculopapular yaws (disorder),1,1,1,0,0,0
Clinical finding (finding),240678008,Micropapular yaws (disorder),1,1,0,0,0,0
Clinical finding (finding),240679000,Papular yaws (disorder),1,1,1,0,0,0
Clinical finding (finding),240681003,Yaws osteitis (disorder),0,1,0,0,0,0
Clinical finding (finding),240684006,Late cutaneous pinta (disorder),0,1,0,0,0,0
Clinical finding (finding),240685007,Mixed cutaneous pinta lesion (disorder),0,1,0,0,0,0
Clinical finding (finding),240696004,Tinea faciei (disorder),0,1,0,0,0,0
Clinical finding (finding),240701006,Systemic aspergillosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240702004,Chronic necrotizing pulmonary aspergillosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240705002,Candidiasis of trachea (disorder),0,1,0,0,0,0
Clinical finding (finding),240708000,Penile candidiasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240709008,Perineal candidiasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240710003,Granuloma gluteale infantum (disorder),0,1,0,0,0,0
Clinical finding (finding),240711004,Diaper candidiasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240714007,Familial chronic mucocutaneous candidiasis - dominant type (disorder),0,1,0,0,0,0
Clinical finding (finding),240716009,Familial chronic mucocutaneous candidiasis - recessive type (disorder),0,1,0,0,0,0
Clinical finding (finding),240717000,Familial chronic mucocutaneous candidiasis - late onset type (disorder),0,1,0,0,0,0
Clinical finding (finding),240718005,Chronic localized mucocutaneous candidiasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240719002,Chronic diffuse mucocutaneous candidiasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240721007,Renal tract candidiasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240724004,Cutaneous cryptococcosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240725003,Disseminated cryptococcosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240730004,Acute disseminated classical histoplasmosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240731000,Subacute disseminated classical histoplasmosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240732007,Chronic disseminated classical histoplasmosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240733002,Classical histoplasmosis mucosal ulceration (disorder),0,1,0,0,0,0
Clinical finding (finding),240734008,Classical histoplasmosis oral ulceration (disorder),0,1,0,0,0,0
Clinical finding (finding),240735009,Classical histoplasmosis nasal ulceration (disorder),0,1,0,0,0,0
Clinical finding (finding),240736005,Classical histoplasmosis intestinal ulceration (disorder),0,1,0,0,0,0
Clinical finding (finding),240737001,Classical histoplasmosis penile ulceration (disorder),0,1,0,0,0,0
Clinical finding (finding),240738006,Classical histoplasmosis mediastinal granuloma (disorder),0,1,0,0,0,0
Clinical finding (finding),240739003,Classical histoplasmosis mediastinal fibrosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240741002,Acute pulmonary African histoplasmosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240742009,Chronic pulmonary African histoplasmosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240743004,Disseminated African histoplasmosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240744005,Cutaneous histoplasmosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240746007,Disseminated cutaneous histoplasmosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240747003,Chronic pulmonary blastomycosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240748008,Disseminated cutaneous blastomycosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240750000,Primary lobomycotic nodule (disorder),0,1,0,0,0,0
Clinical finding (finding),240751001,Chronic coalescent cutaneous lobomycosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240752008,Rhinosporidial mucosal polyp (disorder),0,1,0,0,0,0
Clinical finding (finding),240753003,Cutaneous rhinosporidiosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240754009,Rhinosporidial papilloma (disorder),0,1,0,0,0,0
Clinical finding (finding),240755005,Polypoid cutaneous rhinosporidiosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240756006,Ulcerated cutaneous rhinosporidiosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240757002,Disseminated rhinosporidiosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240758007,Primary cutaneous sporotrichoid nodule (disorder),0,1,0,0,0,0
Clinical finding (finding),240759004,Disseminated cutaneous sporotrichosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240760009,Extracutaneous sporotrichosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240765004,Cutaneous chromoblastomycosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240766003,Primary chromoblastomycotic nodule (disorder),0,1,0,0,0,0
Clinical finding (finding),240767007,Cutaneous chromoblastomycotic abscess (disorder),0,1,0,0,0,0
Clinical finding (finding),240768002,Lymphocutaneous chromoblastomycosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240769005,Carcinomatous transformation of chromoblastomycosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240770006,Phaeohyphomycosis of skin (disorder),0,1,0,0,0,0
Clinical finding (finding),240771005,Pheohyphomycotic subcutaneous cyst (disorder),0,1,0,0,0,0
Clinical finding (finding),240772003,Disseminated phaeohyphomycosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240774002,Cutaneous hyalohyphomycosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240776000,Subcutaneous pseudallescheriosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240777009,Disseminated pseudallescheriosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240778004,Cutaneous mucormycosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240779007,Necrotizing cutaneous mucormycosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240780005,Mucormycotic gangrenous cellulitis (disorder),0,1,0,0,0,0
Clinical finding (finding),240781009,Disseminated mucormycosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240782002,Entomophthoramycosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240783007,Conidiobolomycosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240784001,Rhinofacial conidiobolomycosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240785000,Disseminated conidiobolomycosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240786004,Cutaneous basidiobolomycosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240787008,Disseminated basidiobolomycosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240789006,Hepatosplenic schistosomiasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240790002,Schistosomal hepatomegaly (disorder),0,1,0,0,0,0
Clinical finding (finding),240791003,Hepatic schistosomal granuloma (disorder),0,1,0,0,0,0
Clinical finding (finding),240792005,Symmer's pipe-stem fibrosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240793000,Schistosomal splenomegaly (disorder),0,1,0,0,0,0
Clinical finding (finding),240796008,Intestinal schistosomiasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240797004,Hermaphroditic fluke infection (disorder),0,1,0,0,0,0
Clinical finding (finding),240798009,Liver fluke infection (disorder),0,1,0,0,0,0
Clinical finding (finding),240800002,Acute clonorchiasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240801003,Chronic clonorchiasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240802005,Intestinal fluke infection (disorder),1,1,0,0,0,0
Clinical finding (finding),240803000,Haplorchiasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240804006,Fibricoliasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240805007,Prosthodendriasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240806008,Phaneropsuliasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240809001,Extrapulmonary paragonimiasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240810006,Paragonimus larva migrans (disorder),0,1,0,0,0,0
Clinical finding (finding),240811005,Generalized paragonimiasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240812003,Paragonimus granuloma (disorder),0,1,0,0,0,0
Clinical finding (finding),240813008,Cutaneous fluke infection (disorder),0,1,0,0,0,0
Clinical finding (finding),240814002,Poikilorchiasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240817009,Polycystic hydatid (disorder),0,1,0,0,0,0
Clinical finding (finding),240818004,Taenia solium infection (disorder),0,1,0,0,0,0
Clinical finding (finding),240819007,Larval echinococcosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240820001,Lymphatic filariasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240821002,Early bancroftian filariasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240822009,Bancroftian filarial fever (disorder),0,1,0,0,0,0
Clinical finding (finding),240823004,Bancroftian filarial abscess (disorder),0,1,0,0,0,0
Clinical finding (finding),240824005,Chronic obstructive bancroftian filariasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240826007,Acute Malayan filariasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240827003,Malayan filarial fever (disorder),0,1,0,0,0,0
Clinical finding (finding),240828008,Acute Malayan filarial abscess (disorder),0,1,0,0,0,0
Clinical finding (finding),240829000,Chronic Malayan filariasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240830005,Timorian filariasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240831009,Acute Timorian filariasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240832002,Timorian filarial fever (disorder),0,1,0,0,0,0
Clinical finding (finding),240833007,Acute Timorian filarial abscess (disorder),0,1,0,0,0,0
Clinical finding (finding),240834001,Chronic Timorian filariasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240835000,Subcutaneous filariasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240836004,Onchodermatitis (disorder),0,1,0,0,0,0
Clinical finding (finding),240838003,Onchocercal subcutaneous nodule (disorder),0,1,0,0,0,0
Clinical finding (finding),240839006,Onchocercal depigmentation (disorder),0,1,0,0,0,0
Clinical finding (finding),240840008,Onchocercal lichenification (disorder),0,1,0,0,0,0
Clinical finding (finding),240841007,Sowda (disorder),0,1,0,0,0,0
Clinical finding (finding),240842000,Ocular onchocerciasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240843005,Calabar swelling (disorder),0,1,0,0,0,0
Clinical finding (finding),240844004,Loa loa lymphadenopathy (disorder),0,1,0,0,0,0
Clinical finding (finding),240845003,Cerebral loiasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240847006,Guinea-worm ulcer (disorder),0,1,0,0,0,0
Clinical finding (finding),240848001,Serous cavity filariasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240849009,Mansonelliasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240851008,Subcutaneous dirofilariasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240854000,Ancylostomal cutaneous larva migrans (disorder),0,1,0,0,0,0
Clinical finding (finding),240855004,Cutaneous strongyloidiasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240856003,Strongyloidal ground itch (disorder),0,1,0,0,0,0
Clinical finding (finding),240857007,Strongyloidal cutaneous larva migrans (disorder),0,1,0,0,0,0
Clinical finding (finding),240858002,Massive strongyloidiasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240859005,Conjunctivitis caused by Koch-Weeks bacillus (disorder),1,1,0,0,1,1
Clinical finding (finding),240860000,Gnathostomal cutaneous larva migrans (disorder),0,1,0,0,0,0
Clinical finding (finding),240861001,Larval ascariasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240862008,Adult ascariasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240863003,Migratory ascariasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240864009,Biliary ascariasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240865005,Ascaris peritoneal granuloma (disorder),0,1,0,0,0,0
Clinical finding (finding),240866006,Ocular toxocariasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240867002,Invasive trichinosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240868007,Migratory trichinosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240869004,Capillaria hepatica hepatitis (disorder),0,1,0,0,0,0
Clinical finding (finding),240870003,Capillaria aerophila infection (disorder),0,1,0,0,0,0
Clinical finding (finding),240871004,Capillaria aerophila chest infection (disorder),0,1,0,0,0,0
Clinical finding (finding),240872006,Ternideniasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240873001,Larval gnathostomiasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240874007,Gnathostomal visceral larva migrans (disorder),0,1,0,0,0,0
Clinical finding (finding),240875008,Cerebral gnathostomiasis (disorder),0,1,0,0,0,0
Clinical finding (finding),240885009,Dermatosis caused by mites (disorder),0,0,0,0,1,1
Clinical finding (finding),240914003,Infection caused by algae (disorder),1,1,0,0,1,1
Clinical finding (finding),240915002,Protothecosis (disorder),0,1,0,0,0,0
Clinical finding (finding),240916001,Disseminated protothecosis (disorder),0,1,0,0,0,0
Clinical finding (finding),241746002,Poisoning caused by glibenclamide (disorder),0,1,0,0,1,1
Clinical finding (finding),241747006,Poisoning caused by metformin (disorder),0,1,0,0,1,1
Clinical finding (finding),241748001,Poisoning caused by analgesic drug (disorder),0,0,0,0,1,1
Clinical finding (finding),241749009,Poisoning caused by opiate analgesic drug (disorder),0,0,0,0,1,1
Clinical finding (finding),241750009,Poisoning caused by dihydrocodeine (disorder),0,0,0,0,1,1
Clinical finding (finding),241751008,Poisoning caused by combination analgesic (disorder),0,0,0,0,1,1
Clinical finding (finding),241753006,Poisoning caused by carbamazepine (disorder),0,0,0,0,1,1
Clinical finding (finding),241754000,Poisoning caused by sodium valproate (disorder),0,0,0,0,1,1
Clinical finding (finding),241755004,Poisoning caused by combination barbiturate (disorder),0,0,0,0,1,1
Clinical finding (finding),241756003,Poisoning caused by anesthetic agent (disorder),0,0,0,0,1,1
Clinical finding (finding),241757007,Poisoning caused by temazepam (disorder),0,0,0,0,1,1
Clinical finding (finding),241758002,Poisoning caused by herbal asthma mixture (disorder),0,0,0,0,1,1
Clinical finding (finding),241761001,Poisoning caused by crack cocaine (disorder),0,0,0,0,1,1
Clinical finding (finding),241762008,Poisoning caused by beta-adrenergic blocking drug (disorder),0,0,0,0,1,1
Clinical finding (finding),241763003,Muscle drug poisoning (disorder),1,1,0,0,0,0
Clinical finding (finding),241764009,Poisoning caused by bronchodilator drug (disorder),0,0,0,0,1,1
Clinical finding (finding),241767002,Antipyretic poisoning (disorder),1,1,0,1,0,0
Clinical finding (finding),241804003,Poisoning caused by true viper venom (disorder),0,0,0,0,1,1
Clinical finding (finding),241805002,Poisoning caused by European adder venom (disorder),0,0,0,0,1,1
Clinical finding (finding),241806001,Poisoning caused by puff adder venom (disorder),0,0,0,0,1,1
Clinical finding (finding),241807005,Poisoning caused by pit viper venom (disorder),0,0,0,0,1,1
Clinical finding (finding),241808000,Poisoning caused by cobra family snake venom (disorder),0,0,0,0,1,1
Clinical finding (finding),241809008,Poisoning caused by venom of back-fanged snake (disorder),0,0,0,0,1,1
Clinical finding (finding),241810003,Poisoning caused by boomslang venom (disorder),0,0,0,0,1,1
Clinical finding (finding),241811004,Poisoning caused by bite of unidentified snake (disorder),0,0,0,0,1,1
Clinical finding (finding),241817000,Poisoning caused by funnel web spider venom (disorder),0,0,0,0,1,1
Clinical finding (finding),241818005,Poisoning caused by tick bite (disorder),0,0,0,0,1,1
Clinical finding (finding),241821007,Poisoning caused by sting of duckbill platypus (disorder),0,0,0,0,1,1
Clinical finding (finding),241822000,Poisoning caused by venomous fish (disorder),0,0,0,0,1,1
Clinical finding (finding),241825003,Poisoning caused by stone fish spine (disorder),0,0,0,0,1,1
Clinical finding (finding),241826002,Poisoning caused by sting ray (disorder),0,0,0,0,1,1
Clinical finding (finding),241835009,Poisoning caused by sea anemone (disorder),0,0,0,0,1,1
Clinical finding (finding),241949004,Aspirin-induced anaphylactoid reaction (disorder),0,1,0,0,0,0
Clinical finding (finding),241960008,Aspirin-induced angioedema-urticaria (disorder),0,1,0,0,0,0
Clinical finding (finding),241970005,Hypothermia caused by exposure (disorder),0,0,0,0,1,1
Clinical finding (finding),242004002,Direct tissue damage caused by blast (disorder),0,0,0,0,1,1
Clinical finding (finding),242013000,Injury caused by explosive effect of lightning strike (disorder),0,0,0,0,1,1
Clinical finding (finding),242028000,Weightlessness (disorder),1,1,0,0,0,0
Clinical finding (finding),242029008,Effects of centrifugal force (disorder),1,1,0,0,0,0
Clinical finding (finding),242030003,Syncope caused by centrifugal force in flying (disorder),0,1,0,0,1,1
Clinical finding (finding),242060008,Adverse reaction caused by antipyretic (disorder),1,1,0,1,1,1
Clinical finding (finding),242825001,Intentional aspirin overdose (disorder),0,1,0,0,0,0
Clinical finding (finding),242840004,Self poisoning caused by carbon monoxide (disorder),0,0,0,0,1,1
